2019-04-10, 14:51:39, 1.728872
2019-04-10, 14:51:44, 1.728315
2019-04-10, 14:51:49, 1.726200
2019-04-10, 14:51:54, 1.725900
2019-04-10, 14:51:59, 1.736618
2019-04-10, 14:55:36, 1.736706
2019-04-10, 14:55:40, 1.745817
2019-04-10, 14:55:45, 1.726150
2019-04-10, 14:55:50, 1.749182
2019-04-10, 14:55:56, 1.725953
2019-04-10, 14:56:01, 1.730071
2019-04-10, 14:56:06, 1.724522
2019-04-10, 14:56:11, 1.737233
2019-04-10, 14:56:17, 1.737361
2019-04-10, 14:57:27, 1.741649
2019-04-10, 14:57:31, 1.738736
2019-04-10, 14:57:36, 1.744987
2019-04-10, 14:57:42, 1.729830
2019-04-10, 14:57:47, 1.739847
2019-04-10, 15:07:11, 1.740305
2019-04-10, 15:07:16, 1.743497
2019-04-10, 15:07:21, 1.737622
2019-04-10, 15:07:26, 1.742266
2019-04-10, 15:07:31, 1.742779
2019-04-10, 15:07:37, 1.754516
2019-04-10, 15:07:42, 1.738874
2019-04-10, 15:07:47, 1.741893
2019-04-10, 15:07:52, 1.742043
2019-04-10, 15:07:58, 1.737486
2019-04-10, 15:09:04, 1.741724
2019-04-10, 15:09:09, 1.744764
2019-04-10, 15:09:14, 1.739928
2019-04-10, 15:09:19, 1.749184
2019-04-10, 15:13:42, 1.737854
2019-04-10, 15:13:46, 1.743181
2019-04-10, 15:13:51, 1.750713
2019-04-10, 15:13:56, 1.726352
2019-04-10, 15:17:27, 1.751920
2019-04-10, 15:17:27, 1.757287
2019-04-10, 15:17:31, 1.739166
2019-04-10, 15:17:31, 1.737957
2019-04-10, 15:17:37, 1.739051
2019-04-10, 15:17:37, 1.743328
2019-04-10, 15:17:42, 1.744151
2019-04-10, 15:17:42, 1.750931
2019-04-10, 15:17:48, 1.747261
2019-04-10, 15:17:48, 1.739224
2019-04-10, 15:17:53, 1.747591
2019-04-10, 15:17:53, 1.742920
2019-04-10, 15:17:59, 1.744066
2019-04-10, 15:17:59, 1.745632
2019-04-10, 15:18:04, 1.746693
2019-04-10, 15:18:04, 1.749106
2019-04-10, 15:18:10, 1.753022
2019-04-10, 15:18:10, 1.748842
2019-04-10, 15:18:15, 1.743959
2019-04-10, 15:18:15, 1.751626
2019-04-10, 15:18:20, 1.751867
2019-04-10, 15:18:20, 1.755380
2019-04-10, 15:18:26, 1.749438
2019-04-10, 15:18:26, 1.746213
2019-04-10, 15:18:31, 1.747266
2019-04-10, 15:18:31, 1.749652
2019-04-10, 15:18:37, 1.745668
2019-04-10, 15:18:37, 1.743540
2019-04-10, 15:18:42, 1.743935
2019-04-10, 15:18:42, 1.740110
2019-04-10, 15:22:11, 1.749045
2019-04-10, 15:22:11, 1.752129
2019-04-10, 15:22:11, 1.750970
2019-04-10, 15:22:16, 1.743422
2019-04-10, 15:22:16, 1.743235
2019-04-10, 15:22:16, 1.738010
2019-04-10, 15:22:54, 1.745507
2019-04-10, 15:22:54, 1.743766
2019-04-10, 15:22:54, 1.746314
